incident,PD
14511110,0.0221906328416004
15018800,0.0199719451497028
14499737,0.0438840536963802
14953427,0.0134120246829675
14744453,0.033353868592903
14759491,0.0160291255485534
14903694,0.0165682184824015
15089288,0.0342691349688385
14953081,0.0735960175110164
14659768,0.0296047625951947
14503984,0.0325344268865483
14893846,0.0435303325227739
14639822,0.0487188467630598
15092846,0.0502444630835126
14457643,0.0131492201559678
14488107,0.0096958734113389
15068134,0.018255008769258
14661150,0.0708022771191985
15008213,0.0310615563061014
14628953,0.0095205221094357
14591635,0.0093172068926235
14960018,0.0169366662816018
15057292,0.0187430289107255
14477342,0.0513164879799071
14710738,0.0096289954746237
14614836,0.0763323978409288
14996832,0.0397676772504901
14667698,0.098955388598613
14445469,0.0954773751858596
14528982,0.0308743460596497
14596566,0.0476653646709255
14433939,0.0282648833432024
15048337,0.0272595838334488
14594508,0.0427590606064384
14970691,0.009207368872864
14771217,0.0430978120178981
15058655,0.0147647008655562
15011249,0.019440073488533
15076878,0.0639054684407798
14708382,0.0325896496879873
14708628,0.0113160128275989
14896089,0.107540291454861
15049485,0.0184100154483199
14744256,0.04047734560823
14534069,0.0143835097464912
14634044,0.0600366200517919
14706345,0.0275295943985397
15059274,0.0201079093629038
14796738,0.0338814859479912
14928567,0.0234238083650215
14501965,0.0295916794974578
15068064,0.0489453331414578
14540934,0.059147715680672
14992190,0.0256756044246109
14696960,0.0402215325893649
15068395,0.0256759278745635
14793839,0.025831453488162
14546972,0.0255653916610166
14666586,0.1070556647469158
14988572,0.0160091341804676
14602058,0.010461401590696
14614820,0.0122883684196971
14671679,0.0196239215471275
14982990,0.0417820160673413
15072358,0.0125768999505193
14627414,0.0139578445467855
14656746,0.0258635136615419
14706507,0.0279014546509367
14837400,0.0149068783147692
14746599,0.0153215590190027
14962375,0.0163458426256279
14513990,0.0497147158877201
14541075,0.0137108284583912
14906964,0.0188140249473529
14560467,0.0215909157737407
14877029,0.0597916031682663
14547348,0.0425027578583908
14827295,0.0540764630927123
14812982,0.0180593764295363
14647776,0.0397996126085417
14680756,0.0134204342930589
14860307,0.0153044363071301
14672354,0.0159699264502714
14418834,0.0561778980053646
14724128,0.0405829301026868
14488578,0.0172763970031142
14697806,0.0205894356679765
14536221,0.1896848153680374
14889529,0.3298472822204524
15049914,0.0172364461487635
14974863,0.0575780634174823
14531303,0.0165624384477282
14592698,0.0287167204446016
14864914,0.0340539887041937
15010391,0.0124492635630178
14709318,0.0218558933451478
14960616,0.0140726784575657
14745951,0.0447137325281782
15059543,0.2604184953401865
14802988,0.0341162646712735
14906958,0.0276904077401858
14971027,0.0244651675688748
14773608,0.0841427794671777
14962482,0.0911434368865927
14377095,0.0354570855838358
14698329,0.011659966821921
14419965,0.0834156691481011
14745610,0.303546017854876
14532672,0.0290051196450631
14827282,0.0428336952933514
15082107,0.022703082321989
14927926,0.0447030539969865
14560356,0.0226915450998859
14527789,0.0993694455210639
14534986,0.0230231312201764
14513996,0.0106874469049844
15081313,0.0200316944718607
15061174,0.0789850310096356
15093779,0.0237972535218562
14500568,0.0265981416808687
14828557,0.0246307345014513
14570468,0.0131084692381532
15017583,0.0137264945439792
14785713,0.0197251632221634
14548575,0.0126374703687014
15062073,0.2770041529809239
15036228,0.0166955178770428
14934091,0.1211502769671584
14700069,0.024361087897677
14866618,0.0167509578896489
14555186,0.0225818631451003
14714201,0.0220137667828547
14931034,0.0213392298886537
14561176,0.0489427363181898
14909514,0.0117355434649931
14647201,0.0193014098565396
14842598,0.0223888947225316
14816738,0.0625112738308784
14672003,0.0158784886150702
14352554,0.0220233226261612
14710964,0.0169422859672726
14842702,0.1126439520612601
14842741,0.072897151635369
14685400,0.157383637303265
14320476,0.0171748786192825
14466232,0.2693843611650495
14662684,0.0134337956457108
14697915,0.0450818879467346
14663425,0.0166738056598572
14473718,0.0224890173520538
14685258,0.0512064175671863
14344385,0.0371122008068439
14746401,0.2715143765957026
14699521,0.0642108160759262
14775218,0.0499313550652123
14722858,0.0213530179121573
14522146,0.0434491740614532
14921584,0.0181610686006421
14459460,0.0146295586940817
14711033,0.0718477101786159
14481934,0.0253123982902126
14879218,0.0257815588402859
14708011,0.0205810476042858
14889520,0.1967980485568449
15068528,0.0120407935797809
14979012,0.0245225211450089
15082033,0.0526470793316605
15061939,0.058238412574103
14649526,0.0389833863651747
14431821,0.0375860001868037
14672257,0.0162554934162571
15021213,0.0271384483519271
14998537,0.0795819384858389
14907063,0.0129549506462692
14852571,0.1245073166569405
14921539,0.2052678278954703
14790157,0.0258481554276312
14723145,0.0274176630853982
14675888,0.0159790549082864
14661439,0.0390139314536491
14672026,0.0505409781962851
14748782,0.0124540883256484
14663118,0.0193797159934795
14697793,0.0210592664445128
14401298,0.0132047194191865
14661309,0.0845274668162892
14621457,0.2194043901889049
14344406,0.0140835466466741
14745803,0.0145057869578875
14780687,0.0250204339038651
14596436,0.0401372867329465
14906931,0.0138828369220947
14609176,0.0132673966882439
14596507,0.1139622030761906
14924132,0.015103884950948
14867848,0.102618974099287
14609028,0.0564546451501539
14590389,0.0125979031136061
14857709,0.0103959966209791
14596560,0.0325292936195948
14944660,0.0227807126753425
14856745,0.0316561511130223
14921425,0.0315325428111622
14625539,0.0363104737392654
14644479,0.0261869091728188
15080600,0.238932866635936
14609127,0.0382896823703038
14512193,0.0152965885607933
15007092,0.1354532116566683
14524858,0.0299685037716252
14579185,0.0277286784567451
14710967,0.0139413432334733
14686256,0.0156441913933829
14652721,0.0509592079088462
14521970,0.0230670334847939
14328599,0.0227427517536847
14321126,0.0197986294331926
14815821,0.0130018799207444
14792728,0.0446886192356035
14520335,0.1454499409452664
14520132,0.0987240891835386
14621969,0.0314442529891372
14563317,0.0146182897722917
14790013,0.0303459243869116
14549604,0.0296886735128155
14547306,0.0393865642622732
14489753,0.0414291785844554
14592664,0.0712323505218981
14616848,0.150194729455879
14992023,0.1497812393498306
15021114,0.0265611980436712
14907545,0.0107114519193215
14550205,0.0224527534598647
15060556,0.0634814412626773
14600304,0.0323802895498845
14594738,0.032532265156014
14644699,0.068900246402147
14634299,0.0426774706391175
14609354,0.1786959761027997
14836922,0.0339430042972804
15086716,0.0137184164238208
14753728,0.0279390863674584
14836313,0.0492167866536606
15093423,0.0127361087488987
14984661,0.0329036352320361
14765383,0.0702145950482265
14775666,0.0305511682033894
15036579,0.1678799839840392
14828040,0.0272600053923791
14767103,0.0157244190676745
14777374,0.015116659820448
14732470,0.0117203794723389
15017221,0.0282042833672301
14824066,0.0109436923838059
14814188,0.162227188126764
14995148,0.0743327427230306
14806423,0.0142816434414218
14742803,0.0177215475687241
15062922,0.0134208134200597
14826704,0.0205571184834355
14743742,0.2563845244717931
15015931,0.0184779734899157
14816561,0.0198323731076685
14797197,0.0272401531236811
14992708,0.0112958337134877
14774132,0.022182997607864
14822828,0.0204468171519998
14966277,0.07172994356893
14789241,0.0220962200936015
14771157,0.0136286667376761
15072177,0.0129584013465473
14752769,0.0197488674350401
14804316,0.0222039332383235
14817060,0.0157331944763206
15028863,0.0492043500044005
14730405,0.0193035232462641
14812045,0.0143456116859918
14972645,0.2046977312191573
14784646,0.0104927776803088
14772433,0.0107269281067365
14807798,0.0103941310316371
14819045,0.0134636938974737
15026554,0.0566951185068259
14794954,0.017709976940486
14833505,0.0231627210788922
15049028,0.0227160714834493
14774864,0.0357563382825579
14770542,0.0145164804277221
14831581,0.0159267536006739
15028925,0.0177779764393937
14765891,0.0172309211096573
14732873,0.0507309859333887
15031294,0.0116615974246823
14838410,0.0236482654889379
14839873,0.1490879943451409
14779546,0.0206401897194093
15018007,0.018210655794965
14737693,0.0097820125334707
14733661,0.1325419676804069
15031464,0.0127367115377387
14780866,0.063135469094162
14750860,0.0123222694039919
15064715,0.0118611738121263
14743708,0.0333599415249183
14805281,0.0144058694946424
14747790,0.0138950903932645
14984831,0.0117015497500867
14814955,0.0733886659436512
14765831,0.0208148697447245
14993229,0.0190998118080455
14731120,0.0154914046457319
14769306,0.0512913749197946
14737464,0.013317237069236
14736707,0.0096513912892514
15023268,0.0144062649783342
14836957,0.1052936198501113
14728068,0.0519916323717985
15036011,0.0108569309440461
14771847,0.0688121756426963
14834242,0.0230414513491721
14837711,0.033726732486028
14975054,0.0188678524125596
14772187,0.0202869420736624
14736431,0.0157092982996393
15087165,0.0183468747670679
14752870,0.0165563136169112
15069907,0.0182602183965042
14773338,0.0298260567594132
14774015,0.0242056143524826
15092503,0.0264287403760248
14734862,0.0262855970194013
14740683,0.0218488494255764
14967006,0.0214048264565724
14784565,0.0477676481564672
14761948,0.0251270028376229
14930232,0.0356110052256309
14995152,0.0164972600700716
14899258,0.0236724612005982
14866271,0.0243223316462406
14994061,0.017669362540851
14936953,0.0110039354701819
14938818,0.134507959110273
14881190,0.0460809016178358
14948277,0.0159049982131587
15020447,0.176081404662707
14852704,0.0465158240004858
14848246,0.0190357994635776
15060453,0.0222201666199404
14952437,0.0124218224204707
14920191,0.0124864855264675
14854856,0.0290327516762012
14998304,0.0133101719171572
14903716,0.0275776603244388
14902930,0.0140294549921292
15056997,0.0229653133465737
14867493,0.010232890669288
14900451,0.0222730011330378
14896479,0.0267372542637605
15040291,0.0235698163131008
14953152,0.0349001932936125
14864310,0.0243214874181286
15056147,0.0462547507758652
14948998,0.0313059925245324
14983136,0.0145217181876752
14948447,0.0318933153989032
14902259,0.0118677216887936
15057559,0.0135217175350141
14942981,0.0127215217731023
14953134,0.0471563200376179
15056526,0.0245102637664377
14895738,0.0433280628476048
14846321,0.0106580052482702
14847699,0.021832457068047
15060848,0.0315481629199002
14927300,0.1759720528630007
14852802,0.0208435834614957
14971432,0.1169729402135612
15060772,0.0152237726303853
14938227,0.1867732588376991
14934437,0.0337967394252311
14951297,0.0326376350229685
15054434,0.0333275699963907
14853698,0.021651899398971
15070566,0.024941055818585
14846405,0.0284605115862672
14844304,0.0208924999105309
14973196,0.0214606832226409
14829052,0.0285477061691105
14831198,0.038428024028705
14818111,0.0168164015588639
15089735,0.0346624497053918
14828364,0.0114833920318559
14801797,0.0112189239429087
15023602,0.0109358086524475
14736914,0.0267178318593395
14735532,0.033760807213557
14825556,0.0286530900043403
15039686,0.0192774938233469
14772118,0.0191128407607045
14920124,0.0337949205213123
14805827,0.0261403671689658
15012462,0.0189275649873065
14797672,0.0182356574674155
14748743,0.0208584638805316
14737453,0.0109239247732331
15073615,0.1249933434534805
14793223,0.0345920529897452
14925806,0.0131299120890797
15060152,0.0122545423447165
14866400,0.0222777151538331
15072296,0.0171925681042214
14973097,0.0483541197200617
14756395,0.0135268736774543
14736200,0.113573271431181
14801950,0.0290394119100238
14993051,0.0319316195819462
14740619,0.0502808531260644
14839703,0.0559123010738267
15087572,0.0462561260817333
14820748,0.0385191839990783
14822859,0.0322227515936258
14779925,0.0430963128312218
15076651,0.0099658927788239
14826808,0.029163155574283
14888768,0.1885489758822006
15023614,0.0354602504290198
14838558,0.0165338132325208
14825305,0.0136360379004274
14810033,0.0690118754420912
15031161,0.0183762722071392
14838234,0.0334290878476266
14959958,0.0151719066690805
14937558,0.0134747434835788
14831648,0.0206191030464964
15095095,0.0163375698396111
14826900,0.0855347588837902
14763802,0.0106992241173668
14795390,0.0244622061362431
15027461,0.0398033904528354
14794568,0.0077487684548881
15049395,0.0247524708008955
15027245,0.0300109424773721
14727670,0.012344035037092
14812234,0.0611481539466055
14742036,0.0304980365181337
15028887,0.0678311241049903
14752859,0.0170266030133913
14945038,0.0368098805479344
14956507,0.024641456004291
15051650,0.019893408539835
14909894,0.0161428123980613
14767105,0.0824019315778483
14961458,0.0254532321574253
14769962,0.0184269923414935
14814753,0.0129456950228593
14754147,0.0127066764406444
15067901,0.0432203792330572
14789456,0.0533832418069077
14765148,0.0302599741673291
15096037,0.01779136125144
14749862,0.0138700976610701
14834783,0.076305753327513
14734985,0.0600716039779049
14973098,0.0524946903198127
14833989,0.0165814568451113
14770147,0.0737547890884443
14975307,0.0341070493645879
14735984,0.0171167826130401
14793513,0.0121208687427543
14807094,0.0268095030497803
14822357,0.0166758760722849
14991960,0.2043985241587382
14986893,0.0136077750688573
14774355,0.047866185514918
14791721,0.0138088505589024
14782425,0.0357922311772156
14969987,0.0157918962448063
14760491,0.01542751464068
14727721,0.0126714111872913
14784060,0.010898685052178
15003937,0.0335903959281762
14790504,0.0230561240918019
14978964,0.0296682234487567
14774873,0.0453074104224174
15008992,0.0246851535519965
14729570,0.0183184383858245
14880676,0.0171309418874878
15050674,0.0197853234916905
14929781,0.014396633957053
14863804,0.048230293796329
14844213,0.0633106084169192
14975478,0.0197229291758733
14876665,0.0705794858772127
14897700,0.0241647848672285
15048948,0.0218563204609961
14909545,0.0299857559626912
14966794,0.0256467661066574
14881427,0.0099701267765107
14855859,0.0074759211951281
15071916,0.0185833839789582
14939132,0.0112804875974955
14843543,0.018335039841514
14968828,0.0115804474829582
14885610,0.009044203652552
14845832,0.0126262270427558
14950545,0.0204275600685794
14962483,0.0321257410040501
14941103,0.0484391155591812
14865748,0.0218019308432325
15019068,0.0125173523596914
14844746,0.0489954753256247
14858890,0.0197569194076931
14901557,0.0426454069212148
14963350,0.0201516406454486
14906434,0.0133844323269393
14943577,0.0534613403432931
15064665,0.0153551366532919
14916301,0.0102271348397715
14878494,0.0191295183777846
14934851,0.0311138811174087
15012410,0.0153724393639114
14848070,0.0245668644366051
14924089,0.0108761744037705
14985821,0.012437672496048
14933244,0.0968573743465321
14902779,0.0305152185040041
15042917,0.0232758190234375
14929808,0.0202845060700269
14936573,0.0322518089384039
15072769,0.0252488576341765
14869259,0.0233805553325056
14869304,0.0148493130375657
15061129,0.0223904599891917
14846904,0.0191795873532041
14925570,0.0216522247977965
14848292,0.0128997953318912
15084136,0.0276873290510832
14894208,0.0112670417351229
14946614,0.0353766959659451
15043335,0.0101573723663266
14869739,0.0231411372586941
14847846,0.0151231120472898
14909453,0.0257921117194065
15058741,0.0279504045326219
14945242,0.028074394530242
14923114,0.0111656567383233
15051664,0.0199123727926971
14909165,0.0280208503534656
14899142,0.0172613177675687
14951545,0.0557155626483792
14922044,0.0319469221702581
14927465,0.1589014566292464
14981518,0.0173322977246523
14854909,0.0365786565767253
14971598,0.0246493339367472
14857841,0.0089577135655037
14922321,0.0230964910507011
15047220,0.0147685545098905
14857890,0.0180326212724729
14882096,0.0382871134976697
15078749,0.0240112760886197
14916219,0.0350375600962036
14894072,0.018197575631666
14881993,0.0108897741419611
15049147,0.0424292604874322
14881876,0.0092745417914847
14849623,0.0148084755383993
15050301,0.0149895351648997
14911368,0.017595344100391
14935662,0.0219842273575835
14935581,0.0090242878679064
14982180,0.0286756082187826
14909420,0.0185177095096381
14855612,0.0116098506040894
15072468,0.0183664315098689
14946524,0.0808767354815454
14869297,0.0247470348342539
14932986,0.0124020128488413
15063788,0.0171598302904906
14877405,0.0105755777756912
14902012,0.0160321440639544
14971309,0.0395924275935844
14869799,0.0157083971247739
14870182,0.069942616405874
15004623,0.0679350639700279
